sex; entity; period; age-group; c1yr; rs1yr; LL_rs1yr;UL_rs1yr;i_1yr; c5yr; rs5yr; LL_rs5yr; UL_rs5yr;i_5yr; c10yr; rs10yr; LL_rs10yr; UL_rs10yr;i_10yr;
1 ;20 ;2011 ;0 ;  0; 80; 78; 83;. ;  0; 56; 53; 59;. ;  0; * ; * ; * ;.
1 ;20 ;2011 ;1 ;  0; 96; 90; 98;. ;  0; 77; 69; 83;. ;  0; * ; * ; * ;.
1 ;20 ;2011 ;2 ;  0; 88; 82; 92;. ;  0; 63; 57; 69;. ;  0; * ; * ; * ;.
1 ;20 ;2011 ;3 ;  0; 81; 76; 85;. ;  0; 53; 48; 57;. ;  0; * ; * ; * ;.
1 ;20 ;2011 ;4 ;  0; 77; 71; 82;. ;  0; 49; 43; 56;. ;  0; * ; * ; * ;.
1 ;20 ;2011 ;5 ;  0; 63; 53; 72;. ;  0; 49; 38; 62;. ;  0; * ; * ; * ;.
1 ;20 ;2011 ;6 ;  0; * ; * ; * ;. ;  0; * ; * ; * ;. ;  0; * ; * ; * ;.
2 ;20 ;1966 ;0 ;  0; * ; * ; * ;. ;  0; * ; * ; * ;. ;  0; * ; * ; * ;.
2 ;20 ;1966 ;1 ;  0; * ; * ; * ;. ;  0; * ; * ; * ;. ;  0; * ; * ; * ;.
2 ;20 ;1966 ;2 ;  0; * ; * ; * ;. ;  0; * ; * ; * ;. ;  0; * ; * ; * ;.
2 ;20 ;1966 ;3 ;  0; * ; * ; * ;. ;  0; * ; * ; * ;. ;  0; * ; * ; * ;.
2 ;20 ;1966 ;4 ;  0; * ; * ; * ;. ;  0; * ; * ; * ;. ;  0; * ; * ; * ;.
2 ;20 ;1966 ;5 ;  0; * ; * ; * ;. ;  0; * ; * ; * ;. ;  0; * ; * ; * ;.
2 ;20 ;1966 ;6 ;  0; * ; * ; * ;. ;  0; * ; * ; * ;. ;  0; * ; * ; * ;.
2 ;20 ;1971 ;0 ;  0; * ; * ; * ;. ;  0; * ; * ; * ;. ;  0; * ; * ; * ;.
